"recipient","pic_seen","site_duration","spend","register"
2249,"Ironman",22,17.3,0
2250,"Captain America",10.8,24.52,1
2251,"Ironman",24.6,15.8,0
2252,"Ironman",24.4,17.5,0
2253,"Spiderman",32.71,15.8,0
2254,"Captain America",10.8,18.92,0
2255,"Ironman",21.6,17.7,0
2256,"Captain America",11.6,17.82,1
2257,"Ironman",24.5,16.2,0
2258,"Spiderman",24.31,15.7,0
2259,"Ironman",23.2,17.5,1
2260,"Ironman",22.8,17.8,1
2261,"Spiderman",28.11,14.9,0
2262,"Ironman",21,16.6,0
2263,"Spiderman",24.11,12.1,0
2264,"Spiderman",22.01,13,0
2265,"Ironman",24.9,15.5,0
2266,"Ironman",21.6,17,0
2267,"Captain America",12.2,19.52,1
2268,"Spiderman",23.41,14.9,1
2269,"Spiderman",20.81,11.7,1
2270,"Ironman",22.9,16.3,0
2271,"Spiderman",29.51,14.1,0
2272,"Ironman",27,15.8,1
2273,"Ironman",25,17.4,1
2274,"Captain America",11.3,17.32,0
2275,"Captain America",10.3,14.32,1
2276,"Captain America",10.7,20.12,1
2277,"Ironman",24.5,16.3,0
2278,"Captain America",10.7,19.42,0
2279,"Ironman",26.1,15.2,1
2280,"Spiderman",23.61,12.5,0
2281,"Spiderman",17.41,14.5,0
2282,"Ironman",20.7,16.7,1
2283,"Captain America",9.9,17.92,0
2284,"Spiderman",30.51,15.2,0
2285,"Spiderman",24.31,14.1,0
2286,"Spiderman",30.21,15.2,0
2287,"Captain America",10.3,18.42,0
2288,"Captain America",10.3,16.22,1
2289,"Ironman",24.5,15.9,0
2290,"Ironman",20,16.2,1
2291,"Captain America",10.9,18.72,0
2292,"Captain America",11.5,19.02,1
2293,"Spiderman",22.41,12.7,1
2294,"Spiderman",26.81,16.8,1
2295,"Spiderman",25.71,17.6,0
2296,"Captain America",10.5,15.02,1
2297,"Spiderman",22.61,16.2,0
2298,"Captain America",11.1,14.72,1
2299,"Captain America",11.4,17.02,0
2300,"Captain America",10.8,20.02,1
2301,"Spiderman",20.51,12.4,1
2302,"Ironman",26.5,16.4,1
2303,"Captain America",10.5,19.62,0
2304,"Spiderman",28.41,9.9,0
2305,"Ironman",24.8,16.7,0
2306,"Captain America",10.7,17.72,1
2307,"Spiderman",19.61,12.3,0
2308,"Captain America",11.5,21.52,1
2309,"Spiderman",23.31,13.7,0
2310,"Captain America",10.2,20.82,1
2311,"Ironman",24.6,16,0
2312,"Captain America",10.9,18.82,0
2313,"Captain America",10.8,17.22,0
2314,"Spiderman",24.91,12.6,1
2315,"Spiderman",19.21,14.6,0
2316,"Ironman",17.6,17.7,1
2317,"Ironman",22.7,16.1,1
2318,"Ironman",23.4,16.3,1
2319,"Captain America",11.6,17.32,0
2320,"Ironman",25.5,18.4,0
2321,"Spiderman",26.71,11.5,0
2322,"Spiderman",25.81,14.7,0
2323,"Captain America",10.3,17.62,1
2324,"Ironman",23.1,17.9,0
2325,"Spiderman",28.61,13.7,1
2326,"Spiderman",21.61,13.3,1
2327,"Ironman",22.6,16.7,0
2328,"Captain America",10.8,18.42,0
2329,"Captain America",12.1,20.02,0
2330,"Captain America",11.2,18.02,0
2331,"Captain America",11.2,20.72,1
2332,"Spiderman",23.81,15.2,1
2333,"Captain America",11.3,23.32,0
2334,"Ironman",19.4,16.6,1
2335,"Captain America",10.6,15.32,1
2336,"Captain America",10.9,22.92,0
2337,"Spiderman",25.41,13.3,0
2338,"Ironman",20.4,16.5,0
2339,"Ironman",26.4,16.8,1
2340,"Spiderman",27.61,17.6,0
2341,"Captain America",11.5,17.42,0
2342,"Spiderman",26.71,12.5,0
2343,"Captain America",10.9,23.32,0
2344,"Ironman",22.4,16.9,0
2345,"Captain America",10.9,21.22,0
2346,"Spiderman",29.81,11.3,0
2347,"Captain America",10.5,18.72,0
2348,"Ironman",25.6,16.4,1
2349,"Spiderman",18.31,13,0
2350,"Spiderman",19.41,13.4,1
2351,"Ironman",16,17,0
2352,"Spiderman",20.01,14.9,0
2353,"Captain America",11.1,16.42,0
2354,"Spiderman",23.21,14.9,0
2355,"Ironman",23.8,16.2,1
2356,"Captain America",11.8,12.12,1
2357,"Ironman",20.1,16.8,0
2358,"Ironman",23.1,17.5,0
2359,"Captain America",10.4,15.62,0
2360,"Ironman",21.9,15.9,1
2361,"Ironman",23,17.6,0
2362,"Spiderman",20.91,7.9,0
2363,"Ironman",23.5,17.4,0
2364,"Spiderman",28.01,17,0
2365,"Captain America",11.1,15.52,0
2366,"Ironman",24.6,17.4,1
2367,"Captain America",10.4,19.32,0
2368,"Ironman",26.6,17.4,0
2369,"Spiderman",27.61,12.7,0
2370,"Captain America",11.1,17.22,1
2371,"Spiderman",20.21,12.5,1
2372,"Ironman",25.2,16.7,0
2373,"Captain America",11.3,17.72,1
2374,"Captain America",11.7,21.22,0
2375,"Spiderman",22.51,12.4,0
2376,"Captain America",11.1,21.52,1
2377,"Ironman",23.9,15.5,1
2378,"Captain America",10.9,15.62,0
2379,"Captain America",11.4,20.12,0
2380,"Captain America",10.8,16.92,0
2381,"Captain America",11.2,17.32,0
2382,"Ironman",23.2,16.1,1
2383,"Ironman",21.4,18.7,0
2384,"Ironman",23.6,17.3,1
2385,"Spiderman",22.51,15.5,0
2386,"Captain America",12.3,17.52,1
2387,"Captain America",9.7,16.92,1
2388,"Ironman",23.9,18.1,1
2389,"Spiderman",27.71,12.5,0
2390,"Ironman",21.4,16.2,1
2391,"Captain America",11.6,17.32,0
2392,"Ironman",24.7,16.3,1
2393,"Ironman",21.1,15.5,1
2394,"Spiderman",25.61,12.5,0
2395,"Captain America",11.3,22.52,0
2396,"Captain America",10.4,21.92,1
2397,"Ironman",26.6,16,1
2398,"Captain America",10.8,22.22,0
2399,"Captain America",11,20.02,0
2400,"Captain America",10.8,17.42,0
2401,"Spiderman",21.71,13.7,0
2402,"Ironman",23.7,16.6,0
2403,"Spiderman",21.51,11.1,0
2404,"Ironman",21.7,17.1,1
2405,"Captain America",10.2,15.32,0
2406,"Ironman",20.3,16.4,1
2407,"Captain America",10.7,14.62,0
2408,"Ironman",24,16.1,1
2409,"Spiderman",21.41,13.7,1
2410,"Ironman",25.4,16.9,1
2411,"Spiderman",24.41,13.8,1
2412,"Captain America",11.3,19.42,0
2413,"Spiderman",31.71,9.6,0
2414,"Spiderman",29.81,12,1
2415,"Spiderman",30.01,16.4,1
2416,"Captain America",11.1,16.32,0
2417,"Spiderman",25.41,16.4,0
2418,"Spiderman",26.41,13.4,0
2419,"Spiderman",24.41,13.4,1
2420,"Ironman",24.7,17.3,0
2421,"Captain America",11.2,17.42,1
2422,"Captain America",11.4,16.82,1
2423,"Spiderman",19.81,15.4,0
2424,"Spiderman",18.21,14.5,1
2425,"Captain America",11.1,18.62,0
2426,"Ironman",24.7,18.4,0
2427,"Ironman",22.4,18.1,1
2428,"Ironman",19.7,17.3,0
2429,"Captain America",11.1,22.62,0
2430,"Ironman",23,17,1
2431,"Ironman",23.3,17.8,0
2432,"Captain America",11.9,17.42,1
2433,"Ironman",22.6,17.3,0
2434,"Spiderman",31.41,15.9,1
2435,"Ironman",24.3,16.7,1
2436,"Captain America",11.8,16.52,1
2437,"Spiderman",27.11,14.1,0
2438,"Spiderman",30.11,12.1,1
2439,"Captain America",10.6,19.92,1
2440,"Ironman",23.6,16.6,0
2441,"Ironman",19.7,17.2,1
2442,"Spiderman",25.01,14.9,1
2443,"Captain America",11.2,15.32,1
2444,"Spiderman",23.71,14,1
2445,"Ironman",19.2,15.6,1
2446,"Spiderman",27.71,19.2,0
2447,"Spiderman",25.31,14.3,0
2448,"Ironman",23.3,17,1
2449,"Spiderman",25.71,14.8,0
2450,"Spiderman",29.41,9.8,0
2451,"Captain America",11.5,21.32,0
2452,"Ironman",20.2,16.8,0
2453,"Spiderman",19.91,14.6,1
2454,"Captain America",10.3,18.32,0
2455,"Captain America",11.1,22.12,0
2456,"Ironman",20.4,16.3,1
2457,"Ironman",24.6,17.3,1
2458,"Ironman",20.3,18.2,1
2459,"Ironman",21.5,19.2,0
2460,"Captain America",10.6,20.02,1
2461,"Captain America",10.4,19.02,1
2462,"Captain America",11.4,20.42,1
2463,"Captain America",11.9,20.62,0
2464,"Spiderman",23.11,15.7,1
2465,"Spiderman",21.51,14.3,0
2466,"Captain America",11.2,15.12,1
2467,"Captain America",11,16.12,1
2468,"Ironman",24.3,18.4,0
2469,"Captain America",11,15.82,0
2470,"Captain America",10.2,21.12,0
2471,"Captain America",11,16.22,0
2472,"Spiderman",24.21,11.9,0
2473,"Ironman",23.5,17.2,1
2474,"Spiderman",26.81,11.5,1
2475,"Captain America",10.8,17.62,1
2476,"Ironman",25.9,17,0
2477,"Captain America",10.9,21.12,0
2478,"Captain America",11.3,20.22,0
2479,"Spiderman",27.31,14.7,0
2480,"Captain America",10,19.92,0
2481,"Ironman",24.5,16.9,1
2482,"Captain America",10.6,17.52,0
2483,"Captain America",10.8,19.92,0
2484,"Spiderman",28.81,11.9,0
2485,"Ironman",22.1,15.4,1
2486,"Spiderman",19.51,11.4,0
2487,"Ironman",22.3,16.7,0
2488,"Captain America",10.6,17.32,0
2489,"Captain America",10.7,16.52,0
2490,"Spiderman",33.21,15.6,1
2491,"Ironman",23.6,15.8,1
2492,"Spiderman",23.51,15.3,1
2493,"Spiderman",33.01,12.5,0
2494,"Spiderman",26.91,15,0
2495,"Spiderman",24.51,15.3,0
2496,"Ironman",22.7,17.6,1
2497,"Captain America",9.9,19.02,0
2498,"Captain America",11,21.12,1
2499,"Ironman",25.9,15.7,1
2500,"Spiderman",21.31,12.3,1
2501,"Spiderman",31.41,11.1,0
2502,"Captain America",10.6,19.92,0
2503,"Captain America",10.6,16.82,1
2504,"Ironman",24.9,17.6,0
2505,"Spiderman",24.21,10.7,0
2506,"Captain America",10.9,18.42,1
2507,"Ironman",21.8,16.2,0
2508,"Spiderman",23.81,9.6,0
2509,"Captain America",10,19.22,0
2510,"Spiderman",29.91,11.2,1
2511,"Captain America",10.4,23.52,1
2512,"Captain America",10.7,19.62,0
2513,"Ironman",24.7,18.7,0
2514,"Captain America",11.3,20.52,0
2515,"Captain America",10.8,19.32,0
2516,"Captain America",11.1,20.72,0
2517,"Spiderman",25.91,15.2,1
2518,"Spiderman",28.41,16.4,0
2519,"Ironman",21.8,17,1
2520,"Ironman",25.6,17.5,0
2521,"Spiderman",22.11,11.6,0
2522,"Ironman",23.7,16.2,0
2523,"Spiderman",22.91,9,1
2524,"Ironman",29.3,15.3,0
2525,"Captain America",11.5,17.32,0
2526,"Spiderman",25.51,15.9,1
2527,"Ironman",20.5,17.4,0
2528,"Ironman",24.6,16.8,0
2529,"Captain America",12.2,19.62,1
2530,"Spiderman",24.21,13.8,1
2531,"Captain America",10.8,18.42,1
2532,"Captain America",10.4,17.72,0
2533,"Ironman",20.6,17.2,0
2534,"Ironman",26.5,16.9,0
2535,"Captain America",10.9,20.12,1
2536,"Captain America",11.3,20.42,0
2537,"Ironman",20.8,16.8,1
2538,"Captain America",10.6,22.92,0
2539,"Ironman",20.4,16.1,1
2540,"Captain America",11.2,15.02,0
2541,"Ironman",23.8,16.9,0
2542,"Spiderman",20.01,11,1
2543,"Captain America",9.3,19.92,1
2544,"Spiderman",22.21,14.7,1
2545,"Captain America",11.1,20.62,0
2546,"Spiderman",26.91,14.5,0
2547,"Spiderman",22.01,14.8,0
2548,"Ironman",23.1,15.9,0
2549,"Captain America",11.2,18.62,0
2550,"Ironman",17.6,16.4,0
2551,"Spiderman",20.11,15.5,0
2552,"Captain America",10.7,21.02,1
2553,"Captain America",11,17.22,0
2554,"Ironman",23.8,16,0
2555,"Spiderman",25.01,16.1,0
2556,"Captain America",10.9,16.42,0
2557,"Captain America",10.5,18.42,0
2558,"Ironman",22.8,18.1,0
2559,"Captain America",11.3,17.72,0
2560,"Ironman",21.3,16.1,1
2561,"Captain America",10.5,19.02,1
2562,"Spiderman",25.71,14.5,1
2563,"Spiderman",26.81,12.5,0
2564,"Spiderman",27.11,15.5,0
2565,"Spiderman",25.61,15.3,1
2566,"Captain America",10,16.52,0
2567,"Spiderman",20.01,12.4,0
2568,"Spiderman",23.71,14.5,1
2569,"Ironman",22.8,16.2,1
2570,"Captain America",10.6,18.52,0
2571,"Spiderman",19.21,16.1,0
2572,"Captain America",10.6,20.22,0
2573,"Captain America",11.1,16.22,0
2574,"Spiderman",19.61,16.4,0
2575,"Ironman",25,17.9,1
2576,"Captain America",11.1,18.82,0
2577,"Spiderman",21.11,16.8,1
2578,"Ironman",25.1,16.6,0
2579,"Spiderman",29.01,12.1,0
2580,"Captain America",10.7,18.82,0
2581,"Spiderman",18.31,13,0
2582,"Spiderman",29.61,13.8,0
2583,"Spiderman",21.71,11.2,1
2584,"Ironman",20.1,17.5,0
2585,"Spiderman",29.41,15.5,0
2586,"Spiderman",28.41,18.7,0
2587,"Captain America",10.6,17.72,0
2588,"Captain America",12,16.92,1
2589,"Ironman",24.7,17.8,0
2590,"Captain America",11.4,16.62,0
2591,"Ironman",25.2,16.3,1
2592,"Ironman",23.3,16.4,1
2593,"Spiderman",21.61,13.2,0
2594,"Captain America",10.7,17.42,0
2595,"Captain America",10.5,19.82,0
2596,"Spiderman",30.61,12.8,0
2597,"Ironman",25.6,17.7,0
2598,"Ironman",21.2,16.9,1
2599,"Ironman",26.4,16.9,0
2600,"Spiderman",29.41,15.7,1
2601,"Spiderman",25.21,13.2,0
2602,"Spiderman",22.61,12.3,0
2603,"Captain America",10.3,20.82,0
2604,"Spiderman",22.81,13.9,0
2605,"Ironman",23.9,15.5,0
2606,"Captain America",11,19.82,0
2607,"Captain America",10.7,22.32,0
2608,"Captain America",11.2,15.52,1
2609,"Captain America",10.9,20.72,0
2610,"Ironman",24,15.9,0
2611,"Captain America",11.5,15.42,1
2612,"Captain America",11.1,15.82,1
2613,"Captain America",10.5,18.42,1
2614,"Ironman",26.3,15.8,0
2615,"Captain America",10.9,18.92,0
2616,"Ironman",28.6,16.6,1
2617,"Captain America",9.7,18.22,1
2618,"Ironman",22.8,17.6,0
2619,"Captain America",11.7,23.42,0
2620,"Captain America",11.3,20.82,0
2621,"Ironman",23.1,16.3,1
2622,"Spiderman",20.51,13.5,0
2623,"Spiderman",28.51,14.7,0
2624,"Ironman",26.1,16.9,0
2625,"Ironman",22.8,15.7,0
2626,"Captain America",11,20.22,0
2627,"Spiderman",27.21,12.6,1
2628,"Captain America",11.2,20.12,0
2629,"Captain America",11.3,16.52,0
2630,"Captain America",11.6,14.32,1
2631,"Spiderman",25.51,17.2,1
2632,"Ironman",22.7,16.2,0
2633,"Captain America",11.3,16.32,0
2634,"Ironman",23.1,16.5,1
2635,"Captain America",10.6,14.42,0
2636,"Spiderman",26.21,12,0
2637,"Ironman",25.2,16.6,1
2638,"Ironman",21.9,16.4,1
2639,"Spiderman",23.01,14.5,1
2640,"Ironman",19.9,16.1,1
2641,"Spiderman",29.31,15.5,0
2642,"Spiderman",26.81,14.4,0
2643,"Ironman",22.9,16.4,1
2644,"Spiderman",18.71,16.8,1
2645,"Spiderman",28.71,13.3,1
2646,"Captain America",10.6,17.22,0
2647,"Captain America",10.5,14.02,1
2648,"Captain America",11.1,17.32,0
2649,"Captain America",11,19.22,0
2650,"Captain America",11.3,19.22,1
2651,"Captain America",10,15.72,0
2652,"Spiderman",20.01,14.5,0
2653,"Captain America",10.8,19.62,0
2654,"Ironman",21.9,18.5,1
2655,"Ironman",21.4,16,1
2656,"Captain America",10.4,17.72,0
2657,"Captain America",11,15.12,0
2658,"Spiderman",20.01,18,0
2659,"Ironman",24.4,16.8,0
2660,"Ironman",28.7,15.9,0
2661,"Spiderman",25.21,12.6,0
2662,"Captain America",10.5,11.12,0
2663,"Captain America",11.8,19.62,1
2664,"Ironman",24.1,18.3,1
2665,"Captain America",10.8,17.62,1
2666,"Captain America",10.5,19.92,0
2667,"Ironman",17.7,16.4,1
2668,"Captain America",10.6,19.52,1
2669,"Ironman",19,16.3,0
2670,"Spiderman",29.61,15.7,0
2671,"Ironman",18.7,16.8,1
2672,"Captain America",11.7,18.92,0
2673,"Spiderman",25.71,14.9,0
2674,"Captain America",11.4,14.22,1
2675,"Spiderman",18.81,13.7,0
2676,"Ironman",22.5,17,0
2677,"Ironman",20.5,16.8,0
2678,"Captain America",11.2,16.12,0
2679,"Spiderman",25.81,14,1
2680,"Captain America",11.3,20.12,0
2681,"Spiderman",23.71,13.4,0
2682,"Ironman",21.8,16.1,0
2683,"Ironman",20.4,16.7,0
2684,"Ironman",26,17.4,0
2685,"Spiderman",27.21,17.8,1
2686,"Ironman",24.4,17.1,0
2687,"Captain America",10.8,14.82,0
2688,"Ironman",21.2,17.8,1
2689,"Spiderman",23.81,16.5,1
2690,"Captain America",10.2,16.62,0
2691,"Captain America",10.3,16.52,0
2692,"Captain America",10,18.12,1
2693,"Captain America",10.8,19.32,0
2694,"Ironman",18.9,17.1,0
2695,"Captain America",11,24.62,0
2696,"Ironman",22.3,15.7,0
2697,"Captain America",10.6,21.12,0
2698,"Captain America",11.3,17.72,1
2699,"Ironman",23.4,16,1
2700,"Spiderman",21.11,13.1,0
2701,"Spiderman",24.01,12,0
2702,"Spiderman",16.61,11.6,1
2703,"Captain America",10.8,20.22,0
2704,"Spiderman",30.11,15.5,0
2705,"Spiderman",22.61,11.9,0
2706,"Ironman",24.8,16,1
2707,"Ironman",23.1,17.7,1
2708,"Spiderman",22.51,15.4,1
2709,"Captain America",11.4,17.32,0
2710,"Spiderman",29.81,14.9,1
2711,"Spiderman",23.71,12.6,1
2712,"Captain America",11.6,20.32,0
2713,"Spiderman",18.41,12,1
2714,"Ironman",22.8,15.5,0
2715,"Captain America",10.9,19.42,0
2716,"Ironman",25.9,16.5,0
2717,"Captain America",11.2,17.72,1
2718,"Captain America",10.6,19.52,0
2719,"Ironman",20.8,16.7,1
2720,"Spiderman",20.21,14.8,0
2721,"Captain America",10.9,14.72,0
2722,"Ironman",24.4,15.5,1
2723,"Ironman",22.6,17.2,1
2724,"Ironman",24.2,16.5,0
2725,"Captain America",11.8,19.92,0
2726,"Captain America",10.7,16.92,0
2727,"Spiderman",17.21,15.3,0
2728,"Captain America",10.4,14.32,0
2729,"Spiderman",14.11,15.1,1
2730,"Spiderman",27.71,11.8,0
2731,"Spiderman",31.91,14.6,1
2732,"Captain America",11.3,18.42,0
2733,"Captain America",11.2,19.82,0
2734,"Captain America",10.8,18.92,0
2735,"Spiderman",25.71,18.6,1
2736,"Ironman",26.6,17.6,0
2737,"Captain America",10.9,17.42,0
2738,"Captain America",11.6,18.42,1
2739,"Captain America",11.4,17.42,0
2740,"Ironman",24.2,17.1,0
2741,"Ironman",24.5,15.9,1
2742,"Spiderman",18.61,13.1,0
2743,"Captain America",11.4,20.02,0
2744,"Captain America",10.8,18.42,0
2745,"Spiderman",26.21,14.4,0
2746,"Spiderman",31.71,12.6,1
2747,"Spiderman",21.31,14.4,0
2748,"Ironman",22.7,16.7,0
2749,"Ironman",21.4,15.7,1
2750,"Captain America",11.4,18.42,1
2751,"Ironman",23.8,16.4,1
2752,"Spiderman",23.91,11.5,1
2753,"Ironman",23.2,17.6,0
2754,"Ironman",20.7,16,0
2755,"Ironman",24.4,17.8,0
2756,"Ironman",24.5,17.4,0
2757,"Spiderman",32.31,12.7,1
2758,"Spiderman",25.01,16.1,0
2759,"Spiderman",18.91,13.9,1
2760,"Ironman",23.4,16.5,0
2761,"Spiderman",30.41,17.6,1
2762,"Captain America",10.8,19.32,1
2763,"Ironman",22.3,16.4,0
2764,"Spiderman",20.81,13.6,0
2765,"Captain America",11,17.52,0
2766,"Captain America",10.3,17.32,1
2767,"Spiderman",25.61,16.6,0
2768,"Ironman",22.1,15.3,1
2769,"Captain America",10.9,14.42,0
2770,"Ironman",25.2,17.4,0
2771,"Spiderman",25.71,14.6,1
2772,"Spiderman",18.51,12.5,1
2773,"Spiderman",16.41,13.9,0
2774,"Captain America",11.4,19.62,1
2775,"Spiderman",24.81,9.2,0
2776,"Ironman",22.2,17.8,0
2777,"Spiderman",30.61,10.3,1
2778,"Ironman",24,15.3,1
2779,"Captain America",10.7,20.72,1
2780,"Ironman",25.3,16.4,1
2781,"Ironman",23.1,17.4,1
2782,"Captain America",11.3,18.32,1
2783,"Captain America",11.1,17.22,1
2784,"Ironman",21.7,15.2,1
2785,"Spiderman",28.41,14.9,0
2786,"Spiderman",32.31,14,0
2787,"Captain America",11.3,16.82,0
2788,"Spiderman",23.21,13.3,1
2789,"Spiderman",26.61,9.8,0
2790,"Spiderman",25.11,13.6,0
2791,"Captain America",10.1,20.82,1
2792,"Captain America",11.1,21.72,1
2793,"Ironman",20.8,17.1,0
2794,"Ironman",25.6,16,0
2795,"Spiderman",23.41,17.8,1
2796,"Ironman",20.9,15.9,1
2797,"Spiderman",24.61,16.6,1
2798,"Spiderman",23.91,11.1,0
2799,"Spiderman",25.11,14.7,0
2800,"Captain America",10.6,19.32,0
2801,"Captain America",11,18.22,1
2802,"Ironman",27.4,17.1,1
2803,"Ironman",23.8,15.3,0
2804,"Ironman",24.4,17.7,1
2805,"Ironman",23,16,1
2806,"Ironman",22.2,17.5,1
2807,"Captain America",11.4,17.72,0
2808,"Captain America",11.2,20.22,0
2809,"Spiderman",19.81,12.8,1
2810,"Spiderman",30.71,15.3,0
2811,"Spiderman",24.51,13.1,0
2812,"Ironman",22.9,16.9,1
2813,"Spiderman",18.31,15,0
2814,"Captain America",11.5,16.22,1
2815,"Spiderman",28.91,18.3,0
2816,"Captain America",11.4,20.32,0
2817,"Captain America",10.6,22.32,0
2818,"Ironman",24.2,16.2,0
2819,"Ironman",23.6,16.8,0
2820,"Captain America",11,20.42,0
2821,"Spiderman",27.11,15.3,0
2822,"Ironman",22.7,16.2,0
2823,"Ironman",23.7,17.2,0
2824,"Spiderman",28.31,14.1,1
2825,"Captain America",11.2,18.82,1
2826,"Ironman",26,17.1,0
2827,"Spiderman",28.21,14.1,1
2828,"Spiderman",21.01,16.8,0
2829,"Captain America",10.7,13.92,0
2830,"Spiderman",26.81,14.9,0
2831,"Spiderman",16.11,16.4,0
2832,"Captain America",11,23.22,0
2833,"Ironman",20.2,17.7,1
2834,"Ironman",26.1,16.9,0
2835,"Ironman",23.4,16.7,1
2836,"Ironman",23.7,17,0
2837,"Ironman",22.8,18.8,0
2838,"Ironman",23.2,16.3,1
2839,"Spiderman",22.91,10.8,0
2840,"Spiderman",20.31,13.7,0
2841,"Spiderman",28.31,14.7,0
2842,"Captain America",11.4,20.52,1
2843,"Ironman",22.4,16,1
2844,"Ironman",19.5,16.7,1
2845,"Ironman",22.1,15.4,0
2846,"Captain America",10.9,20.02,1
2847,"Ironman",22,17.4,1
2848,"Captain America",11.1,20.42,0
2849,"Captain America",11.2,16.42,0
2850,"Spiderman",31.41,16.1,0
2851,"Ironman",21.6,17.2,1
2852,"Captain America",10.4,18.12,0
2853,"Ironman",24.5,17.2,0
2854,"Spiderman",33.11,11.8,0
2855,"Spiderman",28.41,13.9,0
2856,"Spiderman",19.91,16.1,1
2857,"Spiderman",25.91,15.9,0
2858,"Ironman",22.1,15.4,1
2859,"Ironman",24.5,17.1,0
2860,"Ironman",23.4,15.7,0
2861,"Captain America",11.1,19.62,0
2862,"Captain America",9.9,19.52,1
2863,"Ironman",25,18,1
2864,"Spiderman",22.11,11.1,0
2865,"Ironman",23.5,16.7,0
2866,"Captain America",11,20.82,0
2867,"Captain America",11.4,16.42,0
2868,"Captain America",10.5,19.22,0
2869,"Spiderman",20.71,14.6,0
2870,"Spiderman",18.11,15.8,0
2871,"Spiderman",21.11,16,0
2872,"Captain America",10.6,19.52,0
2873,"Captain America",10.7,13.42,1
2874,"Ironman",24.1,17.1,1
2875,"Captain America",11.4,20.92,0
2876,"Ironman",24.5,17.4,1
2877,"Captain America",11.6,16.52,1
2878,"Spiderman",21.81,13.7,0
2879,"Captain America",10.8,15.82,1
2880,"Spiderman",28.01,10.7,1
2881,"Spiderman",20.41,12.9,0
2882,"Ironman",22.9,17.6,1
2883,"Ironman",22.4,17.8,1
2884,"Spiderman",30.51,13.8,1
2885,"Spiderman",23.51,13.4,0
2886,"Captain America",11.7,18.52,1
2887,"Spiderman",24.51,10.9,0
2888,"Ironman",19.4,17.4,0
2889,"Captain America",11.6,17.42,1
2890,"Ironman",27.5,16.6,0
2891,"Ironman",20.6,17.9,0
2892,"Ironman",23.6,18.2,0
2893,"Spiderman",24.51,12,0
2894,"Spiderman",19.41,11.6,1
2895,"Spiderman",26.31,13.2,0
2896,"Spiderman",28.51,13.1,0
2897,"Captain America",11.2,20.72,0
2898,"Captain America",10.5,15.82,0
2899,"Spiderman",33.21,15.8,0
2900,"Spiderman",16.01,14.4,0
2901,"Ironman",24.1,15.5,0
2902,"Captain America",11.8,19.62,0
2903,"Spiderman",26.41,9.8,0
2904,"Captain America",10.6,19.82,1
2905,"Spiderman",29.11,12.8,1
2906,"Ironman",18.3,17.2,1
2907,"Spiderman",19.61,13.6,1
2908,"Captain America",10.5,19.92,1
2909,"Ironman",23.6,16,1
2910,"Ironman",20.2,17.5,1
2911,"Ironman",21.2,15.9,1
2912,"Ironman",28.3,16.2,1
2913,"Spiderman",25.91,13.3,0
2914,"Ironman",21.9,16.2,0
2915,"Captain America",11.1,21.52,0
2916,"Captain America",10.5,16.22,1
2917,"Captain America",10.6,18.72,0
2918,"Captain America",11.5,18.42,0
2919,"Spiderman",26.01,17.4,0
2920,"Ironman",22.2,16,0
2921,"Spiderman",28.21,12.6,1
2922,"Captain America",10.9,19.52,0
2923,"Ironman",21,17.2,1
2924,"Ironman",25.7,17.4,1
2925,"Ironman",19.9,17.2,0
2926,"Captain America",10.5,18.72,0
2927,"Ironman",22,18.6,0
2928,"Ironman",19.3,18,1
2929,"Captain America",11,19.52,0
2930,"Ironman",25.2,16.6,0
2931,"Ironman",18.7,16,1
2932,"Captain America",11.8,15.72,0
2933,"Ironman",23.7,17.3,1
2934,"Spiderman",22.61,15.1,1
2935,"Captain America",10.1,18.92,0
2936,"Ironman",20.1,17.3,1
2937,"Captain America",11.6,17.12,0
2938,"Spiderman",30.21,13.7,1
2939,"Captain America",10.6,21.52,1
2940,"Spiderman",23.41,11.9,0
2941,"Captain America",11.9,20.12,0
2942,"Spiderman",24.31,14.7,0
2943,"Spiderman",22.31,10.5,0
2944,"Captain America",11.6,16.92,0
2945,"Captain America",11.1,22.22,0
2946,"Spiderman",25.41,16.9,0
2947,"Captain America",10,15.32,0
2948,"Captain America",11.6,21.22,0
2949,"Captain America",10.7,20.02,1
2950,"Ironman",22.7,17,0
2951,"Spiderman",28.91,15.1,0
2952,"Captain America",10.7,21.42,1
2953,"Ironman",23,16,0
2954,"Captain America",10.9,15.52,1
2955,"Captain America",11.1,19.82,0
2956,"Spiderman",28.51,13.2,0
2957,"Ironman",21.7,15.3,1
2958,"Ironman",22.5,16.5,0
2959,"Spiderman",20.31,9.6,0
2960,"Spiderman",19.91,14.3,0
2961,"Ironman",24.4,16.8,1
2962,"Captain America",10,18.42,0
2963,"Ironman",24.7,16.5,1
2964,"Captain America",11.8,15.92,0
2965,"Spiderman",27.11,11.5,0
2966,"Captain America",10.6,18.42,0
2967,"Spiderman",20.91,15.3,1
2968,"Spiderman",25.91,12.6,1
2969,"Captain America",10.4,16.72,0
2970,"Ironman",24.6,16.6,0
2971,"Spiderman",32.51,14.9,1
2972,"Spiderman",23.41,13.1,0
2973,"Spiderman",26.71,10.8,1
2974,"Spiderman",26.81,14.1,0
2975,"Spiderman",24.41,14,0
2976,"Captain America",12.4,15.92,1
2977,"Captain America",11.6,19.92,0
2978,"Captain America",11.4,15.42,0
2979,"Spiderman",21.41,11.8,1
2980,"Captain America",10.3,19.92,0
